병원명,주소,전화번호,홈페이지URL,시도,진료과목,YKIHO,네이버플레이스URL,플레이스ID,구글검색URL
강동성신의원,"서울특별시 송파구 백제고분로 457, (방이동)",02-415-0446,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQwMyQyNjE4MzIjODEjJDEjJDYjJDgz,,,
강동오아로피부과의원,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 404~406호 (명일동)",02-427-6556,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQyIyQ3IyQwMCQzNjEyMjIjODEjJDEjJDYjJDgz,,,
강동이엠365의원,"서울특별시 강동구 아리수로93나길 76, 2,3,4,5층 (강일동)",02-428-9111,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ2MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,,,
강북삼성의원,"서울특별시 강북구 삼양로77가길 9, 3층 (수유동)",02-980-8767,www.kangbsclinic.com/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5OSQzNjE0ODEjODEjJDEjJDIjJDgz,,,
강북삼성의원,"서울특별시 성북구 화랑로40길 54, 지상3,4층 (석관동, 영원빌딩)",02-965-6900,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ4MiQyNjE0ODEjNDEjJDEjJDgjJDgz,,,
강북서울의원,"서울특별시 강북구 월계로7나길 8, (미아동)",02-988-8275,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5OSQyNjEyMjIjNTEjJDEjJDYjJDgz,,,
강북이지함피부과의원,"서울특별시 노원구 노해로 457, 은성빌딩 2층 (상계동)",939-4700,http://www.ljh.co.kr/index.php,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ2MiQyNjEwMDIjNTEjJDEjJDYjJDgz,,,
강서365의원,"서울특별시 강서구 화곡로 110, 3층 (화곡동)",02-2606-6646,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5MiQzNjE0ODEjODEjJDEjJDIjJDgz,,,
강서동남의원,"서울특별시 양천구 남부순환로 360, (신월동)",02-2694-1890,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3MiQzNjE4MzIjNjEjJDEjJDgjJDgz,,,
강서아이엠유의원,"서울특별시 강서구 마곡중앙로 55, 문영 퀸즈파크13 3층 303~307, 314호 (마곡동)",02-2661-1190,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,,,
강서중앙의원,"서울특별시 강서구 강서로18가길 4, (화곡동)",02-2693-0537,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ4OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,,,
강서톡스앤필의원,"서울특별시 강서구 공항대로 190, 푸리마타워 2층 201~207호 (마곡동)",02-6958-8688,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ4MiQzNjE0ODEjNjEjJDEjJDQjJDgz,,,
강태욱피부과의원,"서울특별시 성동구 행당로 84, 302호 (행당동, 한진종합상가)",02-2291-9500,www.ktwskin.com/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ5OSQyNjE0ODEjNjEjJDEjJDAjJDgz,,,
강피부과의원,"서울특별시 금천구 시흥대로 228, 2층 (시흥동)",02-893-8546,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ4OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,,,
강피부과의원,"서울특별시 성북구 동소문로20가길 56, 2층 (동선동1가, 명기빌딩)",02-3443-1010,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,,,
강한미(美)의원,"서울특별시 관악구 신림로 339, (신림동)",02-872-9007,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,,,
강한피부과의원,"서울특별시 서초구 서초대로 304, 8~11층 (서초동, 강한미크리닉빌딩)",02-567-4962,http://www.kangskin.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQxMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,,,
갤러리아피부과의원,"서울특별시 서초구 잠원로4길 33-2, 잠원동 스타빌딩 203호 일부 및 204,205호 (잠원동)",02-592-1240,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQyIyQ1IyQwMCQzNjE0ODEjNzEjJDEjJDgjJDgz,,,
갤러리아피부과의원,"서울특별시 강남구 선릉로 34, 3층, 지하2층 (개포동)",02-573-9839,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQwMyQ0NjE0ODEjODEjJDEjJDYjJDgz,,,
갤러리아피부과의원,"서울특별시 성북구 길음로 11, 근린생활시설동 2층 206,207,212호 (길음동, 길음역롯데캐슬트윈골드아파트)",02-941-2313,https://galleriaskinsb.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQyIyQ3IyQwMCQzNjEyMjIjNTEjJDEjJDIjJDgz,,,
갤러리아피부과의원,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 3층 (둔촌동)",02-6213-1000,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQzIyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz,,,
갤러리의원,"서울특별시 강남구 선릉로 427, 4층 (역삼동)",553-7975,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ4MiQyNjEyMjIjODEjJDEjJDIjJDgz,,,
건강드림의원,"서울특별시 은평구 진관4로 77, 702동 114호,113호 (진관동, 상림마을)",02-382-5575,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz,,,
건강세상의원,"서울특별시 구로구 구로동로 77, 동해빌딩 1,2,3층 (구로동)",02-3281-8285,www.geonsei.co.kr/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQwMyQzNjEwMDIjODEjJDEjJDIjJDgz,,,
건강한성심의원,"서울특별시 중랑구 용마산로 503, 2~5층 (망우동)",02-437-6152,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,,,
건대닥터쁘띠의원,"서울특별시 광진구 능동로 110, 스타시티 영존빌딩 A동 304호 (화양동)",02-452-7878,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ5MiQzNjEwMDIjNjEjJDEjJDgjJDgz,,,
건대닥터에버스의원,"서울특별시 광진구 능동로 87, 203~209-1호 (자양동)",02-6952-7131,https://www.evers25.co.kr/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,,,
건대예쁨주의쁨의원,"서울특별시 광진구 아차산로 229, 한림타워 2층 (화양동)",02-467-1177,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjE0ODEjODEjJDEjJDYjJDgz,,,
건대톡스앤필의원,"서울특별시 광진구 아차산로 237, 삼진빌딩 3, 5층 (화양동)",02-6235-1567,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,,,
경희큰나무의원,"서울특별시 강동구 올림픽로98길 57, 2층 (암사동)",02-470-8080,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQwMyQ0NjE0ODEjNzEjJDEjJDgjJDgz,,,
계피부과의원,"서울특별시 영등포구 영중로 68, (영등포동5가)",02-2634-0109,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,,,
계피부과의원,"서울특별시 강서구 공항대로 271, 이천이프라자 3층 301,302호 (마곡동)",02-6956-2713,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ4MiQyNjE4MzIjNjEjJDEjJDgjJDgz,,,
고덕메이퓨어의원,"서울특별시 강동구 동남로73길 26, 고덕복합빌딩 315, 316호 (명일동, 고덕복합빌딩)",,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjODEjJDEjJDYjJDgz,,,
고려의원,"서울특별시 노원구 상계로 309-1, 명륜빌딩 (상계동)",02-3391-7215,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,,,
고려중앙의원,"서울특별시 중랑구 신내로21길 6, 신내두산아파트 상가동 208, 210, 211-1호 (묵동)",434-4556,www.krclinic.co.kr/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ2MiQyNjEwMDIjNDEjJDEjJDQjJDgz,,,
고우석제이엠오피부과의원,"서울특별시 강남구 도산대로 104, 1st Avenue 지하1층 (논현동)",02-3445-3456,http://www.e-jemo.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,,,
고운누리피부과의원,"서울특별시 서대문구 응암로 54, 서부프라자빌딩 3층 301호 (북가좌동)",02-303-0297,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQyIyQ3IyQwMCQyNjE0ODEjNDEjJDEjJDgjJDgz,,,
고운몸의원,"서울특별시 서초구 강남대로 321, 205,206,207호 (서초동, 서초동대우디오빌프라임)",02-525-0304,http://www.gowoonmom.co.kr/index.php,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ4MiQyNjE0ODEjNTEjJDEjJDIjJDgz,,,
고운미의원,"서울특별시 동작구 동작대로 121, 2층 (사당동, 경원빌딩)",02-3482-8875,http://www.gounmiclinic.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,,,
고운채로의원,"서울특별시 관악구 은천로 118, 센트럴힐즈 5층 501,504호 (봉천동)",0507-1303-7255,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,,,
고움의원,"서울특별시 노원구 노해로 501, 201호,203호 (상계동, 노원빌딩)",931-7747,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQxMyQzNjEyMjIjNTEjJDEjJDIjJDgz,,,
고은나라의원,"서울특별시 금천구 시흥대로 214, 6층 (시흥동, 비즈메드)",803-8051,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz,,,
고은미인의원,"서울특별시 관악구 남부순환로 1860, 2층 (봉천동)",02-591-6550,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ4MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,,,
고은미즈의원,"서울특별시 노원구 동일로 1553, (상계동)",02-3392-3338,http://www.gomiz.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,,,
고정아의원,"서울특별시 강남구 도산대로 134, 11층 (논현동, 페이토빌딩)",,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz,,,
고척성모의원,"서울특별시 구로구 중앙로15길 29, (고척동)",02-2684-3137,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3OSQyNjE4MzIjODEjJDEjJDIjJDgz,,,
고피부과의원,"서울특별시 송파구 동남로 211, 3층 (가락동, 영남빌딩)",02-406-8521,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQyNjEyMjIjNDEjJDEjJDgjJDgz,,,
골드제이의원,"서울특별시 강남구 테헤란로 408, 대치빌딩 6층 6호 (대치동)",02-501-7715,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQwMyQyNjE0ODEjNjEjJDEjJDQjJDgz,,,
골드지(G)의원,"서울특별시 서초구 사임당로 38, 3층 (서초동)",02-585-1006,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNzEjJDEjJDgjJDgz,,,
골드해피미래의원,"서울특별시 강남구 논현로 630, (논현동)",02-553-5030,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,,,
골든발란스의원,"서울특별시 강남구 강남대로 468, 충림빌딩 7,12층 (역삼동)",02-516-7148,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQyIyQzIyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz,,,
공덕닥터에버스의원,"서울특별시 마포구 도화길 43, 나눔빌딩 3층 303,304,309,310호 (도화동)",02-711-1606,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,,,
공릉의원,"서울특별시 노원구 공릉로 147, 2층 (공릉동, 기업은행 공릉동지점)",02-974-2588,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ3MiQyNjE0ODEjNDEjJDEjJDQjJDgz,,,
곽승민의원,"서울특별시 구로구 구로동로 135, 4층일부(구로동, 남부빌딩) (구로동)",02-2676-1238,http://,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,,,
곽피부과의원,"서울특별시 동작구 노량진로 162, (노량진동)",02-826-1088,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,,,
관악성모의원,"서울특별시 관악구 쑥고개로 51-1, (봉천동)",02-889-5353,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQyIyQ3IyQwMCQyNjEwMDIjNTEjJDEjJDYjJDgz,,,
관악오라클피부과의원,"서울특별시 관악구 관악로 217, 5층 (봉천동, 동진빌딩)",02-871-8301,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNTEjJDEjJDIjJDgz,,,
관악우태하피부과의원,"서울특별시 관악구 관악로 168, 405,406호 (봉천동, 디오슈페리움2단지)",02-875-1675,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5MiQyNjEwMDIjODEjJDEjJDIjJDgz,,,
관악정다운의료복지사회적협동조합정다운우리의원,"서울특별시 관악구 신림로 206, 태영빌딩 2층 (신림동)",02-871-2497,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz,,,
광재의원,"서울특별시 은평구 응암로 226-1, 1,2층 (응암동)",02-309-2184,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQwMyQzNjEwMDIjNjEjJDEjJDgjJDgz,,,
광지의원,"서울특별시 강남구 학동로97길 15, 1층 (청담동)",02-546-6045,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,,,
광진성모셀인의원,"서울특별시 광진구 능동로 50, (자양동,이튼리버타워 2차 207호)",466-0662,http://www.smilesungmo.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQwMyQyNjE0ODEjNjEjJDEjJDAjJDgz,,,
광피부과의원,"서울특별시 강남구 도산대로 318, SB타워 14층 3,4호 (논현동)",02-566-2701,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQxMyQyNjE0ODEjNDEjJDEjJDQjJDgz,,,
광화문헤리티크피부과의원,"서울특별시 종로구 새문안로 91, 광화문 고려빌딩 2층 (신문로1가)",02-733-2237,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQwMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,,,
구도피부과의원,"서울특별시 용산구 독서당로 124, 3층 (한남동)",02-749-5005,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,,,
구로세란의원,"서울특별시 구로구 디지털로 227, 새안빌딩 3층 (가리봉동)",02-839-8008,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ5MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,,,
구로연세의원,"서울특별시 구로구 구로중앙로 16, 2,3층 (구로동)",02-858-7776,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQyIyQxIyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,,,
구로우태하피부과의원,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 401호 (개봉동)",02-2616-1675,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,,,
구로의원,"서울특별시 구로구 구로동로 128, (구로동)",02-865-0664,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,,,
구로제일의원,"서울특별시 구로구 공원로8길 23, 2,3층 (구로동)",02-855-1380,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ3MiQzNjEwMDIjNTEjJDEjJDIjJDgz,,,
구로튼튼의원,"서울특별시 구로구 도림로 67, (구로동,2층)",02-3281-7417,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjE0ODEjNjEjJDEjJDAjJDgz,,,
구름의자의원,"서울특별시 강남구 논현로 841, (신사동, 제이비 미소빌딩, 206호 일부)",02-1544-6378,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ3MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,,,
구의중앙의원,"서울특별시 광진구 자양로 285, 2층 (구의동)",02-458-7524,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjE4MzIjNDEjJDEjJDQjJDgz,,,
구일가정의원,"서울특별시 구로구 구일로10길 49, (구로동, 다원그린빌)",02-863-9188,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ2MiQyNjE4MzIjNTEjJDEjJDYjJDgz,,,
국방의원,"서울특별시 용산구 이태원로 22, (용산동3가)",02-748-1171,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ3OSQ0NjEwMDIjODEjJDEjJDIjJDgz,,,
국홍일국정표피부과의원,"서울특별시 서초구 강남대로 221, 양재역환승주차장 302호 (양재동)",02-574-0901,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ2MiQyNjEyMjIjNjEjJDEjJDAjJDgz,,,
굿닥터의원,"서울특별시 양천구 곰달래로5길 37, 105호 (신월동, 태영아파트상가)",2606-1119,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNTEjJDEjJDIjJDgz,,,
굿모닝의원,"서울특별시 구로구 개봉로3길 76, (개봉동)",02-2066-7588,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ4MiQ0NjE0ODEjODEjJDEjJDYjJDgz,,,
굿모닝의원,"서울특별시 강남구 삼성로 212, (대치동, 은마상가 A블럭 212-1)",02-561-7533,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,,,
굿모닝의원,"서울특별시 강서구 공항대로 437, 2층 (등촌동)",02-3663-3005,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ4MiQyNjE4MzIjODEjJDEjJDYjJDgz,,,
굿모닝의원,"서울특별시 양천구 목동중앙본로 113, 2층 (목동)",02-6080-1316,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ4MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,,,
굿모닝의원,"서울특별시 송파구 마천로41길 20, (마천동, 2층)",02-409-7576,www.gm-slim.com/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,,,
굿모닝의원,"서울특별시 강동구 올림픽로 654, 삼영빌딩 3층 1호 (천호동)",02-482-3112,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDAjJDgz,,,
굿모닝의원,"서울특별시 광진구 자양로9길 77, 4층 (자양동)",02-456-1600,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz,,,
굿모닝플러스의원,"서울특별시 관악구 난곡로31길 5, 2층 (신림동, 성수빌딩)",02-863-0122,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQyIyQzIyQwMCQzNjEwMDIjNjEjJDEjJDAjJDgz,,,
권오정리얼뷰티의원,"서울특별시 강남구 선릉로86길 12, 3층 (대치동)",02-569-5757,http://,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ2MiQzNjEwMDIjNjEjJDEjJDQjJDgz,,,
권피부과의원,"서울특별시 중랑구 겸재로 178, 2층 (면목동)",02-493-7653,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNjEjJDEjJDgjJDgz,,,
권피부과의원,"서울특별시 구로구 구로중앙로 68, 313,314호 (구로동, 신안타워)",02-856-0079,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ5OSQyNjEwMDIjODEjJDEjJDYjJDgz,,,
규피부과의원,"서울특별시 강서구 양천로 556, 304호 (등촌동, 강서메디칼센터)",02-2659-0293,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQyIyQzIyQwMCQzNjEyMjIjNjEjJDEjJDQjJDgz,,,
그녀의정원여성의원,"서울특별시 강남구 언주로 303, 지하2층 (역삼동)",02-3453-2855,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,,,
그대의봄여성의원,"서울특별시 광진구 능동로 290, 삼일빌딩 2층 (능동)",02-6223-0920,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDYjJDgz,,,
그랑메디의원,"서울특별시 중구 명동7길 21, 명동아르누보센텀 406호 (을지로2가)",02-775-0885,http://www.mylamar.co.kr/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQyIyQxIyQwMCQzNjE0ODEjNTEjJDEjJDYjJDgz,,,
그랜드연합의원,"서울특별시 관악구 난곡로 231, 2층 (신림동)",02-853-8575,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ2MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,,,
그랜드피부과의원,"서울특별시 송파구 오금로 506, (거여동, 일동빌딩 5층)",02-408-0345,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz,,,
